"primaryName","birthYear","deathYear","nconst","nconst_short"
Irene Mattalia,\N,\N,nm1550622,nm1550622
Julia Ude,\N,\N,nm1552402,nm1552402
Antonio Nazzari,\N,\N,nm1553082,nm1553082
Narciso Vaz,\N,\N,nm1553125,nm1553125
James Ashley,\N,\N,nm1558054,nm1558054
Roy Tyrrell,\N,\N,nm1559990,nm1559990
Elaine Hayman,\N,\N,nm1560335,nm1560335
Frères Lafitte,\N,\N,nm1562759,nm1562759
Columbia Eneutseak,"1893","1959",nm1563056,nm1563056
Georges Hatot,"1876","1959",nm1563072,nm1563072
Dorothy M. Lynn,\N,\N,nm1563104,nm1563104
Florence Levy,\N,\N,nm1564224,nm1564224
Margaret Adamson,\N,\N,nm1565800,nm1565800
Jacques Burg,\N,\N,nm1569501,nm1569501
Charles Courtwright,"1876",\N,nm1570017,nm1570017
William Sweeney,\N,\N,nm1576351,nm1576351
Earl Talbot,"1891","1914",nm1576435,nm1576435
L. Tridienska,\N,\N,nm15772159,nm15772159
Carlota de Mena,\N,\N,nm15789365,nm15789365
Harry Norton,\N,\N,nm1579294,nm1579294
Mme. Van Doren,\N,\N,nm1579564,nm1579564
Arthur Evans,\N,\N,nm1583901,nm1583901
Cesira Lenard,\N,\N,nm1585907,nm1585907
Emil Skladanowsky,"1866",\N,nm1587194,nm1587194
Boyd Clark,\N,\N,nm1587933,nm1587933
Carmencita,"1868","1910",nm1588970,nm1588970
John Michael Hick,\N,\N,nm1589732,nm1589732
Inez A. Ridgeway,\N,\N,nm1589746,nm1589746
Kate Claxton,"1850","1924",nm1590986,nm1590986
Charles Lakin,"1893","1965",nm1594370,nm1594370
Anatole Thiberville,\N,\N,nm1597962,nm1597962
Bernd Thewes,\N,\N,nm1598049,nm1598049
Tony Bulandra,\N,\N,nm1616439,nm1616439
Constantin Neamtu-Ottonel,\N,\N,nm1617025,nm1617025
Frank N. Thayer,\N,\N,nm1618471,nm1618471
Holger Hofmann,"1868","1929",nm1627778,nm1627778
Pepper the Cat,\N,\N,nm1627993,nm1627993
Sam Smiles,\N,\N,nm1628363,nm1628363
Herschel Herschovitz,\N,\N,nm1628724,nm1628724
Owen Meredith,\N,\N,nm1644582,nm1644582
Edwin DeWolf,\N,\N,nm1649723,nm1649723
Toodles,\N,\N,nm1650215,nm1650215
Frances Keyes,\N,\N,nm1651416,nm1651416
Edna Johnson,\N,\N,nm1653545,nm1653545
Shep the Dog,\N,\N,nm1654733,nm1654733
David Greenwell,\N,\N,nm1654850,nm1654850
William Porter Jr.,\N,\N,nm1655221,nm1655221
Julia Courtell,\N,\N,nm1655639,nm1655639
Bobbie Robbins,\N,\N,nm1655993,nm1655993
Katherine K. Kepper,\N,\N,nm1656292,nm1656292
Howard Gage,\N,\N,nm1658854,nm1658854
Georges Guérin,\N,\N,nm1666136,nm1666136
H.L. Bascomb,\N,\N,nm1669708,nm1669708
N.B. Clarke,\N,\N,nm1669846,nm1669846
W.R. Floyd,\N,\N,nm1670010,nm1670010
J. McDovall,\N,\N,nm1670421,nm1670421
Phineas Nairs,\N,\N,nm1670497,nm1670497
Addison Rothermel,"1892","1958",nm1670687,nm1670687
George Voijere,\N,\N,nm1670913,nm1670913
Aline Boyd,\N,\N,nm1671089,nm1671089
Eleanor Goodspeed,\N,\N,nm1671273,nm1671273
Mae Thorn,\N,\N,nm1671836,nm1671836
William L. Graylord,\N,\N,nm1672152,nm1672152
Edward T. Matlack,\N,\N,nm1672198,nm1672198
Page Spencer,\N,\N,nm1672242,nm1672242
E.M. Leslie,\N,\N,nm1675211,nm1675211
Elizabeth Conway,\N,\N,nm1675682,nm1675682
J.W. Blake,\N,\N,nm1676187,nm1676187
I.C. Christensen,"1856","1930",nm1678676,nm1678676
Frank Blighton,\N,\N,nm1680332,nm1680332
Robert Tucker,\N,\N,nm1684800,nm1684800
Harry Bates,"1870","1932",nm1684881,nm1684881
George Gaffney,\N,\N,nm1685914,nm1685914
Thomas Colmensil,\N,\N,nm1687298,nm1687298
W.H. Lawrence,\N,\N,nm1694147,nm1694147
Jean Durrell,\N,\N,nm1695841,nm1695841
Jim Robson,\N,\N,nm1699075,nm1699075
Lucien Boyer,"1876","1942",nm1703900,nm1703900
Aurel Barbelian,\N,\N,nm1714653,nm1714653
P.J.C. Janssen,"1824","1907",nm1715062,nm1715062
Albert Sorgius,\N,\N,nm1718198,nm1718198
Melvin G. Winstock,\N,\N,nm1723261,nm1723261
Acacio Antunes,\N,\N,nm1726962,nm1726962
Ed Armstrong,\N,\N,nm1726969,nm1726969
Thomas Vieira,\N,\N,nm1728086,nm1728086
Lucinda do Carmo,\N,\N,nm1729031,nm1729031
Claude Ferdinand Von Bernard,\N,\N,nm1729239,nm1729239
Captain Webb,\N,\N,nm1738398,nm1738398
Francisco I. Madero,"1873","1913",nm1747784,nm1747784
Gilberte Sergy,\N,"1924",nm1759558,nm1759558
Gertrudes Lima,\N,\N,nm1760275,nm1760275
Amélia Soares,\N,\N,nm1760538,nm1760538
Pierre Trimbach,"1889","1970",nm1761548,nm1761548
Hans Bloch,\N,\N,nm1764384,nm1764384
Julien Pappé,"1920","2005",nm1770680,nm1770680
John Murphy Farley,"1842","1918",nm1772610,nm1772610
Morris H. Black,\N,\N,nm1773629,nm1773629
Bretteau,\N,\N,nm1778194,nm1778194
Carmelli,\N,\N,nm1778224,nm1778224
Dupeyron,\N,\N,nm1778292,nm1778292
Mary Brunel,\N,\N,nm1779176,nm1779176
Madeleine Sézanne,\N,\N,nm1779686,nm1779686
Käthe Wittenberg,\N,\N,nm1779759,nm1779759
Adelaide René,\N,\N,nm1780026,nm1780026
June Clark,\N,\N,nm1792918,nm1792918
Miss Lyons,\N,\N,nm1800526,nm1800526
Alberta McCoy,\N,\N,nm1800651,nm1800651
Joseph Maddern,\N,\N,nm1802226,nm1802226
Georg Paezel,"1880","1951",nm1803861,nm1803861
Wladimir,\N,\N,nm1808212,nm1808212
Kai Voigt,"1894","1946",nm1814364,nm1814364
Fido the Dog,\N,\N,nm1815579,nm1815579
Luise del Zopp,"1871","1946",nm1818289,nm1818289
Harold A. Livingston,\N,\N,nm1822348,nm1822348
Jára Sedlácek,"1884","1929",nm1824687,nm1824687
Luke the Dog,"1913","1926",nm1832937,nm1832937
Doris Langkilde,"1874","1946",nm1833881,nm1833881
Maggi Zinn,"1873","1952",nm1834127,nm1834127
Axel Garde,"1876","1958",nm1834296,nm1834296
Charles Penn,\N,\N,nm1838546,nm1838546
Joseph Faivre,\N,\N,nm1840863,nm1840863
Fridtjof Kaulbach,"1901","1968",nm1845377,nm1845377
Parly Petersen,"1889","1965",nm1845806,nm1845806
Poul Skondrup,"1905","1977",nm1846061,nm1846061
Minnie Humphrey,\N,\N,nm1851859,nm1851859
Oda Nielsen,"1851","1936",nm1851951,nm1851951
Victor Betzonich,"1864","1901",nm1854449,nm1854449
Siegwart Gruder,"1872",\N,nm1854741,nm1854741
Christian Lundsgaard,\N,\N,nm1856940,nm1856940
Hippolyte Taine,\N,\N,nm1857018,nm1857018
Scheel Vandel,"1864","1918",nm1857036,nm1857036
Mrs. Medill McCormick,"1880","1944",nm1861813,nm1861813
Georg Hötzel,\N,\N,nm1865135,nm1865135
Miss Earle,\N,\N,nm1865342,nm1865342
Mr. Barry,\N,\N,nm1866776,nm1866776
Jinnie Frazer,\N,\N,nm1868129,nm1868129
John Melville,\N,\N,nm1868732,nm1868732
Alan Crolius,"1889","1936",nm1871810,nm1871810
Robert Marconi,\N,\N,nm1874201,nm1874201
Nettie Hechter,\N,\N,nm1884352,nm1884352
Bert Hunn,"1883","1964",nm1885154,nm1885154
Suzanne De Labroy,\N,\N,nm1887019,nm1887019
Nicola Zavoli,\N,\N,nm1890346,nm1890346
Olly Klein,\N,\N,nm1892090,nm1892090
Mr. Lepard,\N,\N,nm1894886,nm1894886
Florence Williamson,\N,\N,nm1895457,nm1895457
Annabel Dwight,\N,\N,nm1895858,nm1895858
Alfred Duskes,\N,\N,nm1902148,nm1902148
Witold d'Antone,\N,\N,nm1917268,nm1917268
Raymond Pellerin,\N,\N,nm1918511,nm1918511
Herbert Redding,\N,\N,nm1919060,nm1919060
Carl Otto Dumreicher,"1879","1965",nm1921007,nm1921007
Eugene Barrington,\N,\N,nm1922846,nm1922846
Stella Lind,"1892","1919",nm1923782,nm1923782
Kirstine Friis-Hjorth,"1872","1944",nm1925034,nm1925034
L.A. Hjarne,"1880","1948",nm1925762,nm1925762
Budd Doble,"1841","1926",nm1925769,nm1925769
Sylvanus Cobb Jr.,\N,\N,nm1928274,nm1928274
Douglas Simpson,\N,\N,nm1932247,nm1932247
James M. Johnson,\N,\N,nm1932556,nm1932556
Josephine Houle,\N,\N,nm1937037,nm1937037
C.E. Rogers,"1882","1951",nm1938661,nm1938661
J.H. Horsey,\N,\N,nm1940235,nm1940235
Sohège,\N,\N,nm1942118,nm1942118
Fritz Steinbeck,\N,\N,nm1945570,nm1945570
Charles Sindelar,"1876","1947",nm1950505,nm1950505
George Henderson,"1851","1923",nm1958630,nm1958630
Doris Thompson,"1859","1916",nm1958881,nm1958881
Bertie Pitcairn,"1885","1914",nm1959441,nm1959441
Annie H. Donnell,\N,\N,nm1959903,nm1959903
Helen Blaney,\N,\N,nm1964737,nm1964737
Henry Kaige,\N,\N,nm1969293,nm1969293
Mrs. Victor Koch,\N,\N,nm1969695,nm1969695
David Drazin,\N,\N,nm1972946,nm1972946
Suzanne Rankin Drew,\N,\N,nm1976493,nm1976493
Edna McBeth,\N,\N,nm1977140,nm1977140
Marie Kläs,\N,\N,nm1979140,nm1979140
Charles Krauss,\N,"1926",nm1979952,nm1979952
Albert Price,"1844","1927",nm1981297,nm1981297
Margarete Wichmann,\N,\N,nm1982975,nm1982975
Edna Smith,\N,\N,nm1984722,nm1984722
Henny Steimann,"1860",\N,nm1987804,nm1987804
Ernst Bretschke,\N,\N,nm1990343,nm1990343
Julius Einödshofer,"1863","1930",nm1992222,nm1992222
Ellen Diedrich,\N,\N,nm1993094,nm1993094
Otto Wedel,\N,\N,nm1993235,nm1993235
Pepi Machauer,\N,\N,nm1995281,nm1995281
Ibolya Nagy,"1864","1946",nm1995771,nm1995771
Siegfried Schultz,\N,\N,nm1997151,nm1997151
Maria Christina of Austria,"1858","1929",nm1997201,nm1997201
Kitty O'Neil,\N,\N,nm2004235,nm2004235
Nick Callahan,\N,\N,nm2006117,nm2006117
Emma C. Butler,\N,\N,nm2009613,nm2009613
Walter Griswoll,\N,\N,nm2014119,nm2014119
Mary Maxwell,\N,\N,nm2022633,nm2022633
Reginald McKinstry,\N,\N,nm2054205,nm2054205
Joachim Bärenz,\N,\N,nm2078034,nm2078034
Júlio Santos,\N,\N,nm2080582,nm2080582
Elence da Comp. do Teatro Gymnasio,\N,\N,nm2086836,nm2086836
Augustus Marvin,\N,\N,nm2088653,nm2088653
George S. Fleming,\N,\N,nm2092030,nm2092030
Olive Drake,\N,\N,nm2096359,nm2096359
Endre Szeghõ,"1877","1933",nm2099703,nm2099703
Harry Alaska,\N,\N,nm2100329,nm2100329
Julie Henriksen,"1872","1949",nm2112876,nm2112876
Maude Potter,\N,\N,nm2114104,nm2114104
Margie Anderson,\N,\N,nm2114719,nm2114719
Miss George,\N,\N,nm2125856,nm2125856
Maxence Cyrin,\N,\N,nm2126992,nm2126992
David Davis,\N,\N,nm2128764,nm2128764
Gebhard Schätzler-Perasini,\N,"1931",nm2131092,nm2131092
Amélia Vaz,\N,\N,nm2139851,nm2139851
Thurston Harris,\N,\N,nm2140812,nm2140812
Eugène Creissel,\N,\N,nm2143234,nm2143234
Charles Keppens,\N,\N,nm2146885,nm2146885
Th.S. Sørensen,\N,\N,nm2150938,nm2150938
Walter Pfeffer Dando,"1852","1944",nm2156608,nm2156608
Antonio Serrano,\N,\N,nm2157518,nm2157518
Valdemar Petersen,\N,\N,nm2160063,nm2160063
Mariya Korolyova,\N,\N,nm2161079,nm2161079
Frank Brady,\N,\N,nm2165169,nm2165169
Baptista Schreiber,"1886","1956",nm2180798,nm2180798
Vladimir Kriger,"1872","1933",nm2181635,nm2181635
F.C. Oberg,\N,\N,nm2182770,nm2182770
Ernest Warner,\N,\N,nm2233503,nm2233503
Cedric R. Smith,\N,\N,nm2243658,nm2243658
Jeff Heatley,\N,\N,nm2245603,nm2245603
John L. Sullivan,"1858","1918",nm2256592,nm2256592
Charles Sefton,"1884","1971",nm2259742,nm2259742
Mildred Jackson,\N,\N,nm2279742,nm2279742
J.H. Landau,\N,\N,nm2283407,nm2283407
Manzoni,\N,\N,nm2286670,nm2286670
Herbert E. Morgan,\N,\N,nm2289198,nm2289198
Atti Pacsay,"1970",\N,nm2293339,nm2293339
George Gray,"1863",\N,nm2297223,nm2297223
Stella W. Collard,\N,\N,nm2308962,nm2308962
John Manus Dougherty Sr.,"1885",\N,nm2313241,nm2313241
Aranka Molnár,"1902","1982",nm2323467,nm2323467
Mary Hagen,\N,\N,nm2325688,nm2325688
Lily Haggar,"1891","1973",nm2326707,nm2326707
Betty Johnson,\N,\N,nm2328128,nm2328128
Violet Haggar,"1887","1979",nm2329855,nm2329855
Henry Haggar,"1889","1945",nm2329944,nm2329944
James Haggar,"1879","1925",nm2331275,nm2331275
Old Blue,\N,\N,nm2331511,nm2331511
Sarah Haggar,"1851","1909",nm2332493,nm2332493
Walter Goebel,\N,\N,nm2336680,nm2336680
Antoine Féraud,\N,\N,nm2350007,nm2350007
Andrée Lumière,"1894","1918",nm2350838,nm2350838
Alphonse Winckler,"1839","1925",nm2354154,nm2354154
Herbert Trench,"1865","1923",nm2362063,nm2362063
Zoltán Sipos,"1882","1914",nm2365973,nm2365973
Petre Liciu,\N,\N,nm2384492,nm2384492
Constanta Demetriade,\N,\N,nm2386325,nm2386325
Sutton Vane Sr.,\N,\N,nm2405804,nm2405804
László Csiky,"1860","1936",nm2412731,nm2412731
Kató Berky,"1889","1961",nm2419394,nm2419394
Ingeborg Rasmussen,"1868","1926",nm2421318,nm2421318
Karl-Ludwig Schröder,"1877","1940",nm2421815,nm2421815
Eric Chapus,\N,\N,nm2421834,nm2421834
Kornélia Parlaghy,"1884","1942",nm2423235,nm2423235
Joseph Harker,"1855","1927",nm2431571,nm2431571
Thora Meincke,"1877","1911",nm2434920,nm2434920
Mary McKenzie,\N,\N,nm2445103,nm2445103
Fred Haggar,"1873","1913",nm2485827,nm2485827
Aage Lorentzen,"1880","1955",nm2528881,nm2528881
Anton Gambetta Salmson,"1870","1926",nm2529677,nm2529677
Gunnar Rosenbaum,\N,\N,nm2542283,nm2542283
Willy Zeyn,"1876","1946",nm2542573,nm2542573
Ingeborg Larsen,"1887","1931",nm2543207,nm2543207
Maria Carlotta,\N,\N,nm2543208,nm2543208
Luella Forepaugh,"1857","1959",nm2544950,nm2544950
Gustav Helios,"1887","1960",nm2547818,nm2547818
A. James Gee,"1878","1970",nm2552457,nm2552457
Sam Gong,\N,\N,nm2554531,nm2554531
Bernhard Holz,\N,\N,nm2557111,nm2557111
Alfi Zangenberg,"1882","1966",nm2558325,nm2558325
Helga Stewens,\N,\N,nm2558782,nm2558782
Sigrid Deurell-Lundgren,\N,\N,nm2559368,nm2559368
Eva Holländer,\N,\N,nm2560212,nm2560212
Albert Warren Kelsey,"1841","1921",nm2577458,nm2577458
Frank A. Lyons,\N,\N,nm2577858,nm2577858
George F. Fish,"1862","1949",nm2583229,nm2583229
Tage Hertel,"1894","1955",nm2595690,nm2595690
José María Pino Suárez,"1869","1913",nm2681099,nm2681099
Viola Frayne,\N,\N,nm2694376,nm2694376
Zsigmond Vincze,"1874","1935",nm2700803,nm2700803
Mordka Towbin,\N,\N,nm2701207,nm2701207
Rudolf Zaslawski,\N,\N,nm2702245,nm2702245
Izydor Lewenhardt,\N,\N,nm2704193,nm2704193
Dawid Lui,\N,\N,nm2705332,nm2705332
Adolf Berman,\N,\N,nm2708211,nm2708211
Agnes Nørlund Seemann,"1882","1973",nm2718103,nm2718103
Josef Rozsíval,"1884","1941",nm2725710,nm2725710
Rudolf Matucha,\N,\N,nm2727220,nm2727220
Chief Tall Bull,\N,\N,nm2764245,nm2764245
Beatrice Altenhofer,"1874","1957",nm2766551,nm2766551
Clifton Hyde,\N,\N,nm2773733,nm2773733
Rafael Arcos,\N,\N,nm2780172,nm2780172
Mojzesz Szpiro,\N,\N,nm2786180,nm2786180
Lejzer Zelazo,\N,\N,nm2786285,nm2786285
Albert Mullens,\N,\N,nm2791743,nm2791743
Edmund Pöhn,\N,\N,nm2822670,nm2822670
Carl Ludwig Schleich,"1859","1922",nm2827911,nm2827911
William Nagger,\N,\N,nm2839874,nm2839874
Ludwig Marum,\N,\N,nm2846313,nm2846313
Harper Garcia Smyth,\N,\N,nm2846719,nm2846719
Madeleine Koehler,"1895","1970",nm2880396,nm2880396
Frank E. Moore,\N,\N,nm2889449,nm2889449
Miss Pike,\N,\N,nm2916122,nm2916122
Mary Stafford Cooper,\N,\N,nm2918164,nm2918164
H. Eric Jewett,\N,\N,nm2918535,nm2918535
Wallace Illington,\N,\N,nm2924919,nm2924919
Anton Seitzberg,"1863","1917",nm2931813,nm2931813
Erik Winther,"1884","1946",nm2932070,nm2932070
Caesar,\N,\N,nm2937708,nm2937708
Tommy Footit,\N,\N,nm2938053,nm2938053
Harold Smith,"1889","1975",nm2940072,nm2940072
Dorothy Smith,"1891","1964",nm2940350,nm2940350
H. Keishon,\N,\N,nm2948310,nm2948310
Maïna,\N,\N,nm2952874,nm2952874
Hal Chase,"1883","1947",nm2958313,nm2958313
Scott Stratton,\N,\N,nm2958402,nm2958402
Tom Daly,"1891","1946",nm2960348,nm2960348
Scoops Carey,\N,\N,nm2960633,nm2960633
A.G. Ogden,\N,\N,nm2993979,nm2993979
Norman Campbell,\N,\N,nm3002376,nm3002376
Georgette Méliès,"1888","1930",nm3029234,nm3029234
Olivia Norrie,"1869","1945",nm3068222,nm3068222
Jim Gerald,"1891","1971",nm3071427,nm3071427
Dickie Thorpe,\N,\N,nm3137460,nm3137460
Estelle Hopkins,\N,\N,nm3137494,nm3137494
E.H. Hotchkiss,"1883","1912",nm3140323,nm3140323
Thomas Worthing,\N,\N,nm3140379,nm3140379
Claude H. Miller,\N,\N,nm3154137,nm3154137
George E. Middleton,"1882","1969",nm3168648,nm3168648
Nándor Korcsmáros,"1883","1959",nm3275842,nm3275842
Lillian Hayward,"1868","1947",nm3294522,nm3294522
Fred Farren,"1874","1956",nm3345408,nm3345408
Zoltán Hirsch,"1885","1944",nm3375492,nm3375492
Ingeborg Jensen,\N,\N,nm3390540,nm3390540
Edmund Østerby,"1876","1962",nm3412368,nm3412368
Harry Tammen,"1856","1924",nm3472966,nm3472966
Frederick Bonfils,"1860","1933",nm3473491,nm3473491
Antal Hajdu,\N,\N,nm3501535,nm3501535
Carle Mann,\N,\N,nm3502604,nm3502604
Genevieve Baird,\N,\N,nm3502683,nm3502683
Imre Roboz,"1892","1945",nm3523653,nm3523653
Gyula Abonyi,"1850","1919",nm3524487,nm3524487
William Clarence Rowe,\N,\N,nm3550424,nm3550424
Edmund Breitenbach,\N,\N,nm3624379,nm3624379
Lou Defrose,\N,\N,nm3653885,nm3653885
Sol Alkin,\N,\N,nm3664514,nm3664514
Ploetz,\N,\N,nm3691272,nm3691272
Delaware,\N,\N,nm3692071,nm3692071
Grunato,\N,\N,nm3692297,nm3692297
Ancion,\N,\N,nm3692479,nm3692479
Larella,\N,\N,nm3692829,nm3692829
Noble Kreider,\N,\N,nm3733199,nm3733199
Gus Pullian,\N,\N,nm3751042,nm3751042
Cardoso,\N,\N,nm3763070,nm3763070
Mary Germaine,\N,\N,nm3834169,nm3834169
Duetto Los Chimenti,\N,\N,nm3844136,nm3844136
Palmer Clark,\N,\N,nm3873742,nm3873742
Consuelo Torres,\N,\N,nm3885009,nm3885009
E.A. Armstrong,\N,\N,nm3887135,nm3887135
Pier Delle Vigne,\N,\N,nm3942815,nm3942815
John Hofmeister,\N,\N,nm3945675,nm3945675
John Sharkey,\N,\N,nm3988875,nm3988875
Peggy Pearce,"1894","1975",nm3989506,nm3989506
Helen Carruthers,"1892","1925",nm4004332,nm4004332
Alhambra Girls,\N,\N,nm4007970,nm4007970
Hale Studebaker,"1889","1963",nm4008916,nm4008916
D. Amelia de Lisboa,\N,\N,nm4021239,nm4021239
Laura Faria,\N,\N,nm4021589,nm4021589
Agostinho de Gouvea,\N,\N,nm4022057,nm4022057
D. Maria de Lisboa,\N,\N,nm4022068,nm4022068
Alexandre Azevedo,\N,\N,nm4022417,nm4022417
Isabel Berard,\N,\N,nm4023129,nm4023129
Eric Leguen,\N,\N,nm4045612,nm4045612
Monte Alto,\N,\N,nm4046616,nm4046616
George Siler,"1846","1908",nm4081458,nm4081458
Billy Madden,"1852","1918",nm4082222,nm4082222
Lili Hajnóczy,\N,\N,nm4116987,nm4116987
Charles Foley,"1861","1956",nm4117830,nm4117830
Georgia Carmany,\N,\N,nm4150412,nm4150412
Dolly Mings,\N,\N,nm4152003,nm4152003
Sadie Lindblom,"1890",\N,nm4252970,nm4252970
Jambon,\N,\N,nm4330489,nm4330489
Pasquier,\N,\N,nm4334430,nm4334430
Vallé,\N,\N,nm4334440,nm4334440
Sir Robert Ashe,\N,\N,nm4427898,nm4427898
Marre,\N,\N,nm4438823,nm4438823
Octavio Vázquez,\N,\N,nm4491570,nm4491570
The White Coons,\N,\N,nm4535948,nm4535948
Cameron highlanders' Band,\N,\N,nm4536361,nm4536361
William Thomsen,\N,\N,nm4572288,nm4572288
Albert Blinkhorn,\N,\N,nm4645556,nm4645556
H. Hood,\N,\N,nm4702008,nm4702008
Joe Giddings,\N,\N,nm4749111,nm4749111
Herbert Maxwell,"1845","1937",nm4760456,nm4760456
Mr. Wrighton,\N,\N,nm4771831,nm4771831
Mr. Lewellyn,\N,\N,nm4771848,nm4771848
Mr. Sefton,\N,\N,nm4771873,nm4771873
Miss Sibley,\N,\N,nm4772416,nm4772416
J. De Lungo,\N,\N,nm4783008,nm4783008
Charles Kitts,\N,\N,nm4785256,nm4785256
Lily Maxwell,\N,\N,nm4786949,nm4786949
Harry Graham,\N,\N,nm4787025,nm4787025
Adele Clark,\N,\N,nm4789300,nm4789300
Ljut Steensgaard,\N,\N,nm4798267,nm4798267
Max Freitag,\N,\N,nm4824599,nm4824599
Idon Hartvig,"1888","1974",nm4824625,nm4824625
Mrs. Connelly,\N,\N,nm4854559,nm4854559
Stanely Bigham,\N,\N,nm4857645,nm4857645
Aleksey Muravin,"1883",\N,nm4866513,nm4866513
Charlie the Elephant,\N,"1923",nm4872110,nm4872110
Paul-Ernst Timan,\N,\N,nm4893143,nm4893143
A.C. Ogan,\N,\N,nm4900339,nm4900339
Yekaterina Geltser,"1876","1962",nm4901390,nm4901390
Vassiliy Tikhomirov,"1876","1956",nm4902481,nm4902481
Germaine Serand,\N,\N,nm4905952,nm4905952
Yvonne Serand,"1886","1969",nm4906549,nm4906549
Elsie Marquette,\N,\N,nm4930055,nm4930055
Miss Guion,\N,\N,nm4939456,nm4939456
August C. Dorner,\N,\N,nm5054228,nm5054228
David Marnell,\N,\N,nm5072333,nm5072333
Morris Keen,\N,\N,nm5072677,nm5072677
Florence Klotz,"1901",\N,nm5076192,nm5076192
Rita Gould,\N,\N,nm5083123,nm5083123
Sophus Erhardt,"1865","1927",nm5087284,nm5087284
Gyrithe Hansen,\N,\N,nm5114190,nm5114190
Emile Houtman,\N,\N,nm5121267,nm5121267
René Serand,\N,\N,nm5121475,nm5121475
Johanne Dinesen,"1882","1930",nm5164103,nm5164103
Thomas P. Krag,\N,\N,nm5168498,nm5168498
Katherine Bjorling,\N,\N,nm5176275,nm5176275
Irene Kingsland,\N,\N,nm5176384,nm5176384
Charles T. Danforth,\N,\N,nm5176523,nm5176523
N.E. Milligan,\N,\N,nm5177136,nm5177136
Carl Johan Lundkvist,"1875","1915",nm5188470,nm5188470
Edward Jacobsen,"1879","1941",nm5189048,nm5189048
Th.S. Hermansen,\N,\N,nm5190017,nm5190017
Michael Klubertanz,\N,\N,nm5215306,nm5215306
Inger Melchior,\N,\N,nm5216764,nm5216764
Trine Wulff,\N,\N,nm5217821,nm5217821
Kaj Rasmussen,"1885","1954",nm5217890,nm5217890
Ludwig Landmann,\N,\N,nm5218227,nm5218227
Ludvig Nathansen,"1884","1949",nm5222796,nm5222796
Vilhelm Poss-Nielsen,"1866","1943",nm5223669,nm5223669
Christian Hansen,"1858","1919",nm5227562,nm5227562
Gudrun Kjerulf,"1882","1918",nm5227669,nm5227669
Otto Von Fick,\N,\N,nm5228466,nm5228466
Evelyn Coates,\N,\N,nm5231591,nm5231591
Peter Nansen,"1861","1918",nm5231656,nm5231656
Valdemar Willumsen,"1879","1965",nm5231865,nm5231865
Martha Hegner,\N,\N,nm5231969,nm5231969
Leo Berger,\N,\N,nm5232207,nm5232207
Carl Knudsen,\N,\N,nm5235064,nm5235064
Emilio Gallo,\N,\N,nm5238940,nm5238940
Ellen Price de Plane,\N,\N,nm5239860,nm5239860
Ane Marie Christiansen,\N,\N,nm5239866,nm5239866
Vilhelm Wiehe,"1858","1916",nm5239890,nm5239890
Mary Powers,\N,\N,nm5242820,nm5242820
Isabel Irvine,\N,\N,nm5258773,nm5258773
Ervin Denecke,"1880",\N,nm5262347,nm5262347
Frigyes Hervay,"1874","1946",nm5277488,nm5277488
O. Poulsen,\N,\N,nm5289318,nm5289318
Hr. Andreasen,\N,\N,nm5289829,nm5289829
Aage I.C. Schmidt,\N,\N,nm5293281,nm5293281
Paul Méliès,\N,\N,nm5394591,nm5394591
Miss McKinnon,\N,\N,nm5426673,nm5426673
Miss McKinnon,\N,\N,nm5426674,nm5426674
Billie Walsh,\N,\N,nm5427801,nm5427801
Tamara Pappé,\N,\N,nm5442200,nm5442200
Edward Gibbs,\N,\N,nm5453516,nm5453516
Mrs. M. Dickson,\N,\N,nm5453545,nm5453545
Victoria Wallace,\N,\N,nm5453546,nm5453546
J.W. Clinton,\N,\N,nm5453548,nm5453548
Dorothy Dahl,\N,\N,nm5454097,nm5454097
Joan Pardee,\N,\N,nm5461496,nm5461496
Clayton Macklenn,\N,\N,nm5486295,nm5486295
Peggy Page,\N,\N,nm5490145,nm5490145
Fritzi Boss,\N,\N,nm5525601,nm5525601
Khedive Abbas II,\N,\N,nm5586838,nm5586838
John Shannon,\N,\N,nm5593673,nm5593673
A.C. Meyer,\N,\N,nm5600037,nm5600037
Christian Nobel,\N,\N,nm5600414,nm5600414
Hr. Pederstrup,\N,\N,nm5600665,nm5600665
John Milton Hayes,\N,\N,nm5627279,nm5627279
Mercedes Ramos,\N,\N,nm5634968,nm5634968
Maude Murray,\N,\N,nm5659471,nm5659471
Valborg Kierkegaard,"1889","1975",nm5665880,nm5665880
Paul Decauville,\N,\N,nm5670483,nm5670483
Victor Woods,\N,\N,nm5671096,nm5671096
Ellen Daws,"1867","1954",nm5718242,nm5718242
Kojranskij,\N,\N,nm5791890,nm5791890
Sydney Smith,\N,\N,nm5872921,nm5872921
Mandy Wilson,\N,\N,nm5873043,nm5873043
Murray Belmont,\N,"1922",nm5886387,nm5886387
Percy Anderson,"1851","1928",nm6010696,nm6010696
Raymond Roze,"1875","1920",nm6114857,nm6114857
Jules-Eugène Legris,"1862","1926",nm6170115,nm6170115
Tom Nash,\N,\N,nm6254673,nm6254673
Charles Pin,\N,\N,nm6255625,nm6255625
Mlle. Bodson,\N,\N,nm6440362,nm6440362
Stanley Hunt,\N,\N,nm6500432,nm6500432
Sarah Constance Smith Hunt,\N,\N,nm6500433,nm6500433
Mrs. George Walkus,\N,\N,nm6500434,nm6500434
Paddy 'Malid,\N,\N,nm6500435,nm6500435
Balutsa,\N,\N,nm6500436,nm6500436
